ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor,Days,Room,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist,Description
15157,AAS,4570,001,Seminar,"3","Talitha LeFlouria","Mo 3:30PM - 6:00PM","New Cabell Hall 056","Advanced Research Seminar in African-American & African Studies","Black Women and Work",Open,0,12,0,"Reading, class discussion, and research on a special topic in African-American and African Studies culminating in the composition of a research paper. Topics change from term to term, and vary with the instructor.  Primarily for fourth-year students but open to others."
14082,AAS,4993,002,Independent Study,"1 - 12","Lisa Shutt","TBA","TBA","Independent Study","",Open,0,2,0,"Allows students to work on an individual research project. Students must propose a topic to an appropriate faculty member, submit a written proposal for approval, prepare an extensive annotated bibliography on relevant readings comparable to the reading list of a regular upper-level course, and complete a research paper of at least 20 pages."
14361,AAS,4993,003,Independent Study,"1 - 12","Claudrena Harold","TBA","TBA","Independent Study","",Open,0,2,0,"Allows students to work on an individual research project. Students must propose a topic to an appropriate faculty member, submit a written proposal for approval, prepare an extensive annotated bibliography on relevant readings comparable to the reading list of a regular upper-level course, and complete a research paper of at least 20 pages."
14726,AAS,4993,005,Independent Study,"1 - 12","Anne Rotich","TBA","TBA","Independent Study","",Open,0,5,0,"Allows students to work on an individual research project. Students must propose a topic to an appropriate faculty member, submit a written proposal for approval, prepare an extensive annotated bibliography on relevant readings comparable to the reading list of a regular upper-level course, and complete a research paper of at least 20 pages."
15690,AIRS,100,001,Laboratory,"0","Colleen Delawder","Tu 3:30PM - 5:30PM","Physics Bldg 203","Leadership Laboratory","",Open,0,100,0,"A mandatory laboratory in leadership and followership development for AFROTC cadets. As a complement to the air science classes, this laboratory focuses on applying leadership principles and understanding leaders' responsibilities while emphasizing the benefits of practical experience. (2 hrs.)   Prerequisite: Enrollment in Air Force ROTC."
15685,AIRS,1100,001,Lecture,"1","Christopher Ulman","Tu 1:00PM - 1:50PM","Clark Hall 108","The Foundations of the U.S. Air Force","",Open,0,50,0,"Introduces the United States Air Force and Air Force Reserve Officers' Training Corps. Topics include mission and organization of the Air Force, officership and professionalism, military customs and courtesies, Air Force officer career opportunities.  Corequisite: AIRS 100. (2 hrs)"
15686,AIRS,1100,002,Lecture,"1","Christopher Ulman","We 1:00PM - 1:50PM","Shannon House 107","The Foundations of the U.S. Air Force","",Open,0,20,0,"Introduces the United States Air Force and Air Force Reserve Officers' Training Corps. Topics include mission and organization of the Air Force, officership and professionalism, military customs and courtesies, Air Force officer career opportunities.  Corequisite: AIRS 100. (2 hrs)"
15687,AIRS,2100,001,Lecture,"1","Daniel Brown","Tu 2:00PM - 2:50PM","Ruffner Hall G006","The Evolution of Air and Space Power","",Open,0,49,0,"Examines general aspects of air and space power through a historical perspective, from the first balloons and dirigibles through the Korean War. Presents historical examples of the development of Air Force capabilities and missions to demonstrate the evolution of what has become today's USAF air and space power. Investigates several fundamental truths associated with war in the third dimension (e.g., Principles of War and Tenets of Air and Space Power). Considers the general element and employment of air and space power from institutional, doctrinal, and historical perspectives. Discusses the importance of Air Force core values using operational examples and historical Air Force leaders. Continues to develop communication skills.  Corequisite: AIRS 100. (2 hrs.)"
15688,AIRS,2100,002,Lecture,"1","Daniel Brown","We 2:00PM - 2:50PM","Shannon House 108","The Evolution of Air and Space Power","",Open,0,18,0,"Examines general aspects of air and space power through a historical perspective, from the first balloons and dirigibles through the Korean War. Presents historical examples of the development of Air Force capabilities and missions to demonstrate the evolution of what has become today's USAF air and space power. Investigates several fundamental truths associated with war in the third dimension (e.g., Principles of War and Tenets of Air and Space Power). Considers the general element and employment of air and space power from institutional, doctrinal, and historical perspectives. Discusses the importance of Air Force core values using operational examples and historical Air Force leaders. Continues to develop communication skills.  Corequisite: AIRS 100. (2 hrs.)"
15691,AIRS,3100,001,Lecture,"3","Colleen Delawder","Tu 12:30PM - 1:45PM","Shannon House 107","Concepts of Air Force Leadership and Management","",Open,0,25,0,"Focuses on the study of leadership, management fundamentals, professional knowledge, and communication skills required of an Air Force junior officer. Case studies are used to examine Air Force leadership and management situations as a means of demonstrating and exercising practical application of the concepts being studied.  Prerequisite: Officer Field Training attendance; corequisite: AIRS 100. (2 hrs.)"
15692,AIRS,3100,002,Lecture,"3","Colleen Delawder","Mo 12:30PM - 3:00PM","Astronomy Bldg 139","Concepts of Air Force Leadership and Management","",Open,0,25,0,"Focuses on the study of leadership, management fundamentals, professional knowledge, and communication skills required of an Air Force junior officer. Case studies are used to examine Air Force leadership and management situations as a means of demonstrating and exercising practical application of the concepts being studied.  Prerequisite: Officer Field Training attendance; corequisite: AIRS 100. (2 hrs.)"
15689,AIRS,4100,001,Lecture,"3","Patrick Donley","Tu 12:30PM - 1:45PM","Shannon House 109","National Security Affairs/Preparation for Active Duty","",Open,0,20,0,"Examines the national security process, constitutional provisions, advanced leadership ethics, joint operations, and Air Force doctrine. Topics include the military as a profession, officership, civilian control of the military, and current issues affecting the military. Emphasizes refining communication skills through cadet briefings.  Prerequisite: AIRS 3100 and/or 3200; corequisite: AIRS 100. (2 hrs.)"
15693,AIRS,4100,002,Lecture,"3","Patrick Donley","Th 3:30PM - 6:00PM","Shannon House 109","National Security Affairs/Preparation for Active Duty","",Open,0,20,0,"Examines the national security process, constitutional provisions, advanced leadership ethics, joint operations, and Air Force doctrine. Topics include the military as a profession, officership, civilian control of the military, and current issues affecting the military. Emphasizes refining communication skills through cadet briefings.  Prerequisite: AIRS 3100 and/or 3200; corequisite: AIRS 100. (2 hrs.)"
15877,ALAR,7010,001,Studio,"6","Staff","MoFr 1:00PM - 4:45PM","Campbell Hall 401","Research Studio 1","",Open,0,40,0,"Advanced vertical studio, exploring complex issues and sites, often through interdisciplinary design research. Prerequisite: ARCH 6020 or LAR 6020."
15889,ALAR,7010,002,Studio,"6","Staff","MoFr 1:00PM - 4:45PM","Campbell Hall 401","Research Studio 1","",Open,0,10,0,"Advanced vertical studio, exploring complex issues and sites, often through interdisciplinary design research. Prerequisite: ARCH 6020 or LAR 6020."
15890,ALAR,7010,003,Studio,"6","Staff","MoFr 1:00PM - 4:45PM","Campbell Hall 401","Research Studio 1","",Open,0,15,0,"Advanced vertical studio, exploring complex issues and sites, often through interdisciplinary design research. Prerequisite: ARCH 6020 or LAR 6020."
15991,ALAR,7010,004,Studio,"6","Staff","MoFr 1:00PM - 4:45PM","Campbell Hall 401","Research Studio 1","",Open,0,15,0,"Advanced vertical studio, exploring complex issues and sites, often through interdisciplinary design research. Prerequisite: ARCH 6020 or LAR 6020."
15947,ALAR,7010,006,Studio,"6","Staff","MoFr 1:00PM - 4:45PM","Campbell Hall 401","Research Studio 1","",Open,0,8,0,"Advanced vertical studio, exploring complex issues and sites, often through interdisciplinary design research. Prerequisite: ARCH 6020 or LAR 6020."
15951,ALAR,7010,007,Studio,"6","Staff","MoFr 1:00PM - 4:45PM","Campbell Hall 401","Research Studio 1","",Open,0,15,0,"Advanced vertical studio, exploring complex issues and sites, often through interdisciplinary design research. Prerequisite: ARCH 6020 or LAR 6020."
15952,ALAR,7010,008,Studio,"6","Staff","MoFr 1:00PM - 4:45PM","Campbell Hall 401","Research Studio 1","",Open,0,13,0,"Advanced vertical studio, exploring complex issues and sites, often through interdisciplinary design research. Prerequisite: ARCH 6020 or LAR 6020."
16085,ALAR,7010,010,Studio,"6","Staff","MoFr 1:00PM - 4:45PM","Campbell Hall 401","Research Studio 1","",Open,0,30,0,"Advanced vertical studio, exploring complex issues and sites, often through interdisciplinary design research. Prerequisite: ARCH 6020 or LAR 6020."
16087,ALAR,7010,011,Studio,"6","Staff","MoFr 1:00PM - 4:45PM","Campbell Hall 401","Research Studio 1","",Open,0,15,0,"Advanced vertical studio, exploring complex issues and sites, often through interdisciplinary design research. Prerequisite: ARCH 6020 or LAR 6020."
15878,ALAR,8010,001,Studio,"6","Staff","MoFr 1:00PM - 4:45PM","Campbell Hall 401","Research Studio 2","",Open,0,15,0,"Advanced vertical studio, exploring complex issues and sites, often through interdisciplinary design research. Part one of a two part comprehensive design sequence.  Prerequisite: ARCH 7020 or LAR 7020."
15891,ALAR,8010,002,Studio,"6","Staff","MoFr 1:00PM - 4:45PM","Campbell Hall 401","Research Studio 2","",Open,0,12,0,"Advanced vertical studio, exploring complex issues and sites, often through interdisciplinary design research. Part one of a two part comprehensive design sequence.  Prerequisite: ARCH 7020 or LAR 7020."
15892,ALAR,8010,003,Studio,"6","Staff","MoFr 1:00PM - 4:45PM","Campbell Hall 401","Research Studio 2","",Open,0,12,0,"Advanced vertical studio, exploring complex issues and sites, often through interdisciplinary design research. Part one of a two part comprehensive design sequence.  Prerequisite: ARCH 7020 or LAR 7020."
15893,ALAR,8010,004,Studio,"6","Staff","MoFr 1:00PM - 4:45PM","Campbell Hall 401","Research Studio 2","",Open,0,15,0,"Advanced vertical studio, exploring complex issues and sites, often through interdisciplinary design research. Part one of a two part comprehensive design sequence.  Prerequisite: ARCH 7020 or LAR 7020."
15894,ALAR,8010,005,Studio,"6","Staff","MoFr 1:00PM - 4:45PM","Campbell Hall 401","Research Studio 2","",Open,0,15,0,"Advanced vertical studio, exploring complex issues and sites, often through interdisciplinary design research. Part one of a two part comprehensive design sequence.  Prerequisite: ARCH 7020 or LAR 7020."
15908,ALAR,8010,006,Studio,"6","Staff","MoFr 1:00PM - 4:45PM","Campbell Hall 325","Research Studio 2","",Open,0,15,0,"Advanced vertical studio, exploring complex issues and sites, often through interdisciplinary design research. Part one of a two part comprehensive design sequence.  Prerequisite: ARCH 7020 or LAR 7020."
15953,ALAR,8010,007,Studio,"6","Staff","MoFr 1:00PM - 4:45PM","Campbell Hall 401","Research Studio 2","",Open,0,12,0,"Advanced vertical studio, exploring complex issues and sites, often through interdisciplinary design research. Part one of a two part comprehensive design sequence.  Prerequisite: ARCH 7020 or LAR 7020."
15959,ALAR,8010,008,Studio,"6","Staff","MoFr 1:00PM - 4:45PM","Campbell Hall 401","Research Studio 2","",Open,0,15,0,"Advanced vertical studio, exploring complex issues and sites, often through interdisciplinary design research. Part one of a two part comprehensive design sequence.  Prerequisite: ARCH 7020 or LAR 7020."
16088,ALAR,8010,009,Studio,"6","Staff","MoFr 1:00PM - 4:45PM","Campbell Hall 401","Research Studio 2","",Open,0,15,0,"Advanced vertical studio, exploring complex issues and sites, often through interdisciplinary design research. Part one of a two part comprehensive design sequence.  Prerequisite: ARCH 7020 or LAR 7020."
16050,ALAR,8030,001,Studio,"6","Staff","MoFr 1:00PM - 4:45PM","Campbell Hall 401","Design Studio 3","",Open,0,30,0,"Advanced vertical studio, exploring complex issues and sites, often through interdisciplinary design research. Prerequisite: ALAR 7010 and  ALAR 8010."
16051,ALAR,8030,002,Studio,"6","Staff","MoFr 1:00PM - 4:45PM","Campbell Hall 401","Design Studio 3","",Open,0,30,0,"Advanced vertical studio, exploring complex issues and sites, often through interdisciplinary design research. Prerequisite: ALAR 7010 and  ALAR 8010."
16052,ALAR,8030,003,Studio,"6","Staff","MoFr 1:00PM - 4:45PM","Campbell Hall 401","Design Studio 3","",Open,0,30,0,"Advanced vertical studio, exploring complex issues and sites, often through interdisciplinary design research. Prerequisite: ALAR 7010 and  ALAR 8010."
15777,ALAR,8100,001,Seminar,"3","Matthew Jull","Tu 9:30AM - 12:00PM","Campbell Hall 302","Design Research Seminar","",Open,0,30,0,"This course is for students in architecture/landscape undertaking an independent design/thesis studio in the spring semester, or students interested in strategic design thinking. Methods for initiating a thesis, research systems, documentation strategies, design experimentation, and modes of production and presentation will be covered. Collective critical discussion, analysis, and feedback as well as production of a final book will be required."
16004,ALAR,8100,002,Seminar,"3","Staff","Tu 3:30PM - 6:00PM","Campbell Hall 135","Design Research Seminar","",Open,0,18,0,"This course is for students in architecture/landscape undertaking an independent design/thesis studio in the spring semester, or students interested in strategic design thinking. Methods for initiating a thesis, research systems, documentation strategies, design experimentation, and modes of production and presentation will be covered. Collective critical discussion, analysis, and feedback as well as production of a final book will be required."
15861,ALAR,8995,001,Studio,"6","Edward Ford","MoFr 1:00PM - 4:45PM","Campbell Hall 401","Independent Design Research Studio","",Open,0,5,0,"Independent Design Research Studio. Prerequisite: ALAR 8100 and permission of the chair."
15942,ALAR,8999,001,Independent Study,"1 - 12","Edward Ford","TBA","TBA","Non-Topical Design Research-Masters","",Open,0,4,0,"Independent Design Thesis Studio. Prerequisite: ALAR 8100 and permission of the chair."
16040,ALAR,8999,002,Independent Study,"1 - 12","Margarita Jover Biboum","TBA","TBA","Non-Topical Design Research-Masters","",Open,0,2,0,"Independent Design Thesis Studio. Prerequisite: ALAR 8100 and permission of the chair."
16082,ALAR,8999,003,Independent Study,"1 - 12","Luis Pancorbo Crespo","TBA","TBA","Non-Topical Design Research-Masters","",Open,0,1,0,"Independent Design Thesis Studio. Prerequisite: ALAR 8100 and permission of the chair."
17542,AM,6020,001,Lecture,"3","Jason Kerrigan","MoWe 2:00PM - 3:15PM","Mechanical Engr Bldg 339","Continuum Mechanics With Applications","",Open,0,10,0,"Introduces continuum mechanics and mechanics of deformable solids. Vectors and cartesian tensors, stress, strain, deformation, equations of motion, constitutive laws, introduction to elasticity, thermal elasticity, viscoelasticity, plasticity, and fluids. Cross-listed as APMA 6020, MAE 6020; Taught concurrently with CE 6720.  Prerequisite: Instructor permission."
19414,AMST,1559,001,Lecture,"3","Kirt Von Daacke","TuTh 2:00PM - 3:15PM","Gilmer Hall 141","New Course in American Studies","Slavery and Its Legacies",Open,0,30,0,"New Course in the subject of American Studies"
11200,AMST,2001,100,Lecture,"3","Grace Hale,Matthew Hedstrom","MoWe 12:00PM - 12:50PM","Clark Hall 107","Introduction to American Studies","",Open,0,120,0,"This course introduces students to American Studies, the interdisciplinary study of US culture.  Students will be exposed to the three main categories of American Studies methods, historical analysis, close analysis, and fieldwork and to a broad variety of cultural forms, including films, photographs, music, sermons, journalism, fiction, speeches, court decisions, government documents, and web-based materials including social media sites."
13335,AMST,2001,101,Discussion,"0","Alison Glassie","Th 7:00PM - 7:50PM","New Cabell Hall 044","Introduction to American Studies","",Open,0,20,0,"This course introduces students to American Studies, the interdisciplinary study of US culture.  Students will be exposed to the three main categories of American Studies methods, historical analysis, close analysis, and fieldwork and to a broad variety of cultural forms, including films, photographs, music, sermons, journalism, fiction, speeches, court decisions, government documents, and web-based materials including social media sites."
13336,AMST,2001,102,Discussion,"0","Madeline Zehnder","We 5:00PM - 5:50PM","New Cabell Hall 383","Introduction to American Studies","",Open,0,20,0,"This course introduces students to American Studies, the interdisciplinary study of US culture.  Students will be exposed to the three main categories of American Studies methods, historical analysis, close analysis, and fieldwork and to a broad variety of cultural forms, including films, photographs, music, sermons, journalism, fiction, speeches, court decisions, government documents, and web-based materials including social media sites."
13337,AMST,2001,103,Discussion,"0","Alison Glassie","We 6:00PM - 6:50PM","New Cabell Hall 191","Introduction to American Studies","",Open,0,20,0,"This course introduces students to American Studies, the interdisciplinary study of US culture.  Students will be exposed to the three main categories of American Studies methods, historical analysis, close analysis, and fieldwork and to a broad variety of cultural forms, including films, photographs, music, sermons, journalism, fiction, speeches, court decisions, government documents, and web-based materials including social media sites."
14358,AMST,2001,104,Discussion,"0","Alison Glassie","We 7:00PM - 7:50PM","New Cabell Hall 115","Introduction to American Studies","",Open,0,20,0,"This course introduces students to American Studies, the interdisciplinary study of US culture.  Students will be exposed to the three main categories of American Studies methods, historical analysis, close analysis, and fieldwork and to a broad variety of cultural forms, including films, photographs, music, sermons, journalism, fiction, speeches, court decisions, government documents, and web-based materials including social media sites."
14359,AMST,2001,105,Discussion,"0","Madeline Zehnder","Th 5:00PM - 5:50PM","New Cabell Hall 411","Introduction to American Studies","",Open,0,20,0,"This course introduces students to American Studies, the interdisciplinary study of US culture.  Students will be exposed to the three main categories of American Studies methods, historical analysis, close analysis, and fieldwork and to a broad variety of cultural forms, including films, photographs, music, sermons, journalism, fiction, speeches, court decisions, government documents, and web-based materials including social media sites."
14360,AMST,2001,106,Discussion,"0","Madeline Zehnder","Fr 2:00PM - 2:50PM","Bryan Hall 328","Introduction to American Studies","",Open,0,20,0,"This course introduces students to American Studies, the interdisciplinary study of US culture.  Students will be exposed to the three main categories of American Studies methods, historical analysis, close analysis, and fieldwork and to a broad variety of cultural forms, including films, photographs, music, sermons, journalism, fiction, speeches, court decisions, government documents, and web-based materials including social media sites."
19389,AMST,2422,001,Seminar,"3","Lisa Goff","TuTh 3:30PM - 4:45PM","Bryan Hall 328","Point of View Journalism","",Open,0,8,0,"This course analyzes 'point-of-view' journalism as a controversial but credible alternative to the dominant model of ''objectivity' in the U.S. news media. It will survey point-of-view journalists from Benjamin Franklin to the modern blog."
18831,AMST,2460,001,Lecture,"3","Ashley Williams","TuTh 9:30AM - 10:45AM","New Cabell Hall 303","Language in the U.S.","",Open,0,25,0,"Through diverse academic/theoretical readings and spoken, written, and visual material, students will learn to analyze, evaluate, and construct arguments as related to critical linguistic and cultural analysis of primary and secondary source material. This course examines complex relationships among American language and cultural practices, American history, race, gender, and class ideologies, and social identities."
18846,AMST,2559,001,Lecture,"2","Kasey Keeler","MoWe 3:30PM - 4:45PM","New Cabell Hall 183","New Course in American Studies","American Indians in Virginia",Open,0,20,0,"New Course in subject of American Studies."
13546,AMST,3001,001,Seminar,"3","Sandhya Shukla","TuTh 12:30PM - 1:45PM","Nau Hall 242","Theories and Methods of American Studies","",Open,0,18,0,"This seminar course will introduce majors to various theories and methods for the practice of American Studies. The three goals of the seminars are (1) to make students aware of their own interpretive practices; (2) to equip them with information and conceptual tools they will need for advanced work in American Studies; and (3) to provide them with comparative approaches to the study of various aspects of the United States.  Prerequisites: American Studies Major"
15174,AMST,3001,002,Seminar,"3","Sandhya Shukla","TuTh 9:30AM - 10:45AM","Bryan Hall 312","Theories and Methods of American Studies","",Open,0,18,0,"This seminar course will introduce majors to various theories and methods for the practice of American Studies. The three goals of the seminars are (1) to make students aware of their own interpretive practices; (2) to equip them with information and conceptual tools they will need for advanced work in American Studies; and (3) to provide them with comparative approaches to the study of various aspects of the United States.  Prerequisites: American Studies Major"
19380,AMST,3180,001,Lecture,"3","Sylvia Chong","MoWe 3:30PM - 4:45PM","New Cabell Hall 323","Introduction to Asian American Studies","",Open,0,23,0,"An interdisciplinary introduction to the culture and history of Asians and Pacific Islanders in America. Examines ethnic communities such as Chinese, Japanese, Filipino, Korean, Asian Indian, and Native Hawaiian, through themes such as immigration, labor, cultural production, war, assimilation, and politics. Texts are drawn from genres such as legal cases, short fiction, musicals, documentaries, visual art, and drama."
19680,AMST,3200,001,Lecture,"3","Katharine Balfour","MoWe 3:30PM - 4:45PM","Cocke Hall 115","African American Political Thought","",Open,0,7,0,"This course explores the critical and the constructive dimensions of African American political thought from slavery to the present. We will assess the claims that black Americans have made upon the polity, how they have defined themselves, and how they have sought to redefine key terms of political life such as citizenship, equality, freedom, and power."
18843,AMST,3355,001,Lecture,"3","Camilla Fojas","Tu 3:30PM - 6:00PM","New Cabell Hall 485","Border Media","",Open,0,15,0,"In this course we consider the depiction of the U.S.-Mexico border from the perspective of popular and mass media cultures. We examine the border as a site of cultural exchanges, resistance and critical negotiation; interchanges that impact the construction of race, ethnicity, sexuality and gender from both sides of the border."
19679,AMST,3425,001,Lecture,"3","Jessica Sewell","MoWe 2:00PM - 3:15PM","Bryan Hall 203","American Material Culture","",Open,0,15,0,"This course will introduce you to the study of material culture, the physical stuff that is part of human life. Material culture includes everything we make and use, from food and clothing to art and buildings. This course is organized into six sections, the first introducing the idea of material culture, and the other five following the life cycle of an object: material, making, designing, selling, using."
18832,AMST,3559,001,Lecture,"3","Marlene Daut Zaka","MoWe 2:00PM - 3:15PM","New Cabell Hall 338","New Course in American Studies","America & Age of Revolution",Open,0,15,0,"New Course in the subject of American Studies"
19412,AMST,3559,004,Lecture,"3","Shilpa Dave","TuTh 9:30AM - 10:45AM","Bryan Hall 328","New Course in American Studies","Asian American Media Cultures",Open,0,10,0,"New Course in the subject of American Studies"
19415,AMST,3559,005,Lecture,"3","Carmen Lamas","TuTh 9:30AM - 10:45AM","New Cabell Hall 389","New Course in American Studies","Hemispheric Latinx Lit",Open,0,20,0,"New Course in the subject of American Studies"
19808,AMST,3880,100,Lecture,"3","Jennifer Greeson","MoWe 1:00PM - 1:50PM","Minor Hall 125","Literature of the South","",Open,0,30,0,"Analyzes selected works of literature by major Southern writers. For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses."
19823,AMST,3880,101,Discussion,"0","Aaron Colton","We 2:00PM - 2:50PM","TBA","Literature of the South","",Open,0,3,0,"Analyzes selected works of literature by major Southern writers. For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses."
19824,AMST,3880,102,Discussion,"0","Aaron Colton","We 3:30PM - 4:20PM","TBA","Literature of the South","",Open,0,3,0,"Analyzes selected works of literature by major Southern writers. For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses."
19825,AMST,3880,103,Discussion,"0","Jiayuan Huang","We 3:30PM - 4:20PM","TBA","Literature of the South","",Open,0,3,0,"Analyzes selected works of literature by major Southern writers. For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses."
19826,AMST,3880,104,Discussion,"0","Jiayuan Huang","We 5:00PM - 5:50PM","New Cabell Hall 211","Literature of the South","",Open,0,3,0,"Analyzes selected works of literature by major Southern writers. For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses."
