ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor,Days,Room,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist,Description
21235,ACCT,3110,501,Lecture,"3","Rebecca Adams","Th 6:00PM - 9:00PM","Zehmer Hall 00B","Intermediate Accounting I","",Open,4,20,0,"An intensive study of the generally accepted accounting principles for asset valuation, income measurement, and financial statement presentation for business organizations, and the processes through which these principles evolve.  Prerequisite: ACCT 2020."
20946,ACCT,3110,701,Lecture,"3","Leon Hutton","Sa 9:00AM - 12:30PM","Northern Virginia Center","Intermediate Accounting I","",Open,12,13,0,"An intensive study of the generally accepted accounting principles for asset valuation, income measurement, and financial statement presentation for business organizations, and the processes through which these principles evolve.  Prerequisite: ACCT 2020."
20947,ACCT,3120,701,Lecture,"3","Margaret Johnson","We 6:30PM - 9:45PM","Northern Virginia Center","Intermediate Accounting II","",Closed,12,12,0,"Continuation of ACCT 3110, emphasizing accounting for the equities of a firm's investors and creditors. Covers special problem areas in financial accounting including accounting for leases, pensions, and income taxes.  Prerequisite: ACCT 3110."
21233,ACCT,3140,501,Lecture,"3","John Hulburt","Tu 6:00PM - 9:00PM","Zehmer Hall 00B","Cost Accounting","",Open,4,20,0,"Addresses analysis of cost behavior and volume profit relationships; responsibility accounting and reporting flexible budgets; and the use of standard costs to guide and control performance.  Prerequisite: ACCT 2020."
20948,ACCT,3140,701,Lecture,"3","William Cardine","Tu 6:30PM - 10:00PM","Northern Virginia Center","Cost Accounting","",Open,9,10,0,"Addresses analysis of cost behavior and volume profit relationships; responsibility accounting and reporting flexible budgets; and the use of standard costs to guide and control performance.  Prerequisite: ACCT 2020."
20950,ACCT,4450,701,Lecture,"3","Thomas Hughes","Fr 6:30PM - 9:45PM","Northern Virginia Center","Federal Taxation I","",Closed,14,14,0,"An analysis of the federal income tax law and its application to individuals. A study is made of problems covering personal and business tax situations. Several cases are assigned for which the student prepares illustrative tax returns.  Prerequisite: ACCT 2020 or instructor permission."
20952,ACCT,5210,701,Lecture,"3","Karen Young","Tu 6:30PM - 9:45PM","Northern Virginia Center","Introductory Auditing","",Closed,9,9,0,"Examines auditing methodology through a study of auditing standards. Includes the nature of evidence, program planning, work papers, internal control evaluation, types of audit tests, and audit reports.  Prerequisite: ACCT 3120."
20953,ACCT,5310,701,Lecture,"3","Gary Brooks","Mo 6:30PM - 9:45PM","Northern Virginia Center","Selected Topics in Advanced Accounting","",Closed,18,18,0,"Studies accounting and financial reporting for partnerships, business enterprise segments, home office/branch office, foreign transactions and translation, business combinations, and other intercorporate investments and consolidated statements.  Prerequisite: ACCT 3120."
20954,ACCT,5330,701,Lecture,"3","Richard Evans","Th 6:30PM - 9:00PM","Northern Virginia Center","Accounting for Non-Business Organizations","",Closed,12,12,0,"Financial accounting for governmental and non-profit organizations. Studies the theory and techniques of accounting and reporting for various funds and groups of accounts.  Prerequisite: ACCT 3120."
20955,ACCT,5460,701,Lecture,"3","Gary Dittmer","Tu 1:04AM - 1:04AM","Web-Based Course-no class mtgs","Federal Taxation II","",Closed,8,8,0,"Analyzes of the federal income tax law and its application to corporations, shareholders, partnerships, partners, estates, and gift transactions.  Prerequisite: ACCT 4450."
19346,AIRS,100,001,Laboratory,"0","Jared Hoover","Tu 3:30PM - 5:30PM","Physics Bldg 203","Leadership Laboratory","",Open,35,219,0,"A mandatory laboratory in leadership and followership development for AFROTC cadets. As a complement to the air science classes, this laboratory focuses on applying leadership principles and understanding leaders' responsibilities while emphasizing the benefits of practical experience. (2 hrs.)   Prerequisite: Enrollment in Air Force ROTC."
19347,AIRS,101,001,Drill,"0","Staff","TuTh 7:00AM - 7:50AM","Contact Department","AFROTC Physical Training","",Open,2,30,0,"Fulfills weekly physical training requirement for AFROTC cadets.  Emphasis is placed on increasing cardio-vascular endurance through various forms of exercise, including, but not limited to, calisthenics, circuit training and running."
19340,AIRS,1100,001,Lecture,"1","Jon Wolfe","Tu 1:00PM - 1:50PM","Chemistry Bldg 304","The Foundations of the U.S. Air Force","",Open,5,15,0,"Introduces the United States Air Force and Air Force Reserve Officers' Training Corps. Topics include mission and organization of the Air Force, officership and professionalism, military customs and courtesies, Air Force officer career opportunities.  Corequisite: AIRS 100. (2 hrs)"
19341,AIRS,1100,002,Lecture,"1","Jon Wolfe","Th 2:00PM - 2:50PM","Contact Department","The Foundations of the U.S. Air Force","",Open,7,15,0,"Introduces the United States Air Force and Air Force Reserve Officers' Training Corps. Topics include mission and organization of the Air Force, officership and professionalism, military customs and courtesies, Air Force officer career opportunities.  Corequisite: AIRS 100. (2 hrs)"
19342,AIRS,2100,001,Lecture,"1","James Fulks","Tu 2:00PM - 2:50PM","Maury Hall 104","The Evolution of Air and Space Power","",Open,2,15,0,"Examines general aspects of air and space power through a historical perspective, from the first balloons and dirigibles through the Korean War. Presents historical examples of the development of Air Force capabilities and missions to demonstrate the evolution of what has become today's USAF air and space power. Investigates several fundamental truths associated with war in the third dimension (e.g., Principles of War and Tenets of Air and Space Power). Considers the general element and employment of air and space power from institutional, doctrinal, and historical perspectives. Discusses the importance of Air Force core values using operational examples and historical Air Force leaders. Continues to develop communication skills.  Corequisite: AIRS 100. (2 hrs.)"
19343,AIRS,2100,002,Lecture,"1","James Fulks","Th 3:00PM - 3:50PM","Contact Department","The Evolution of Air and Space Power","",Closed,15,15,0,"Examines general aspects of air and space power through a historical perspective, from the first balloons and dirigibles through the Korean War. Presents historical examples of the development of Air Force capabilities and missions to demonstrate the evolution of what has become today's USAF air and space power. Investigates several fundamental truths associated with war in the third dimension (e.g., Principles of War and Tenets of Air and Space Power). Considers the general element and employment of air and space power from institutional, doctrinal, and historical perspectives. Discusses the importance of Air Force core values using operational examples and historical Air Force leaders. Continues to develop communication skills.  Corequisite: AIRS 100. (2 hrs.)"
19344,AIRS,3100,001,Lecture,"3","Jon Wolfe","Tu 12:30PM - 1:45PM","New Cabell Hall 345","Concepts of Air Force Leadership and Management","",Open,8,22,0,"Focuses on the study of leadership, management fundamentals, professional knowledge, and communication skills required of an Air Force junior officer. Case studies are used to examine Air Force leadership and management situations as a means of demonstrating and exercising practical application of the concepts being studied.  Prerequisite: Officer Field Training attendance; corequisite: AIRS 100. (2 hrs.)"
19345,AIRS,4100,001,Lecture,"3","Jon Wolfe","Tu 12:30PM - 1:45PM","Contact Department","National Security Affairs/Preparation for Active Duty","",Open,12,20,0,"Examines the national security process, constitutional provisions, advanced leadership ethics, joint operations, and Air Force doctrine. Topics include the military as a profession, officership, civilian control of the military, and current issues affecting the military. Emphasizes refining communication skills through cadet briefings.  Prerequisite: AIRS 3100 and/or 3200; corequisite: AIRS 100. (2 hrs.)"
10071,ALAR,6710,001,Lecture,"2","Robin Dripps","Th 3:30PM - 6:00PM","Campbell Hall 135","Studio Workshop","",Open,28,40,0,"Lectures and demonstrations of graphic skills and digital media to be incorporated in ARCH 6010."
10003,ALAR,8100,001,Seminar,"3","Craig Barton","We 12:00PM - 2:30PM","Campbell Hall 325","Design Research Seminar","",Open,24,25,0,"Design Research Seminar.  Prerequisite: Permission of the chair."
10234,ALAR,8995,001,Studio,"6","Staff","MoWeFr 2:00PM - 5:45PM","Campbell Hall 401","Independent Design Research Studio","",Open,0,15,0,"Independent Design Research Studio. Prerequisite: ALAR 8100 and permission of the chair."
22101,ALAR,8995,002,Studio,"6","Phoebe Crisman","MoWeFr 2:00PM - 5:45PM","Campbell Hall 401","Independent Design Research Studio","",Open,0,1,0,"Independent Design Research Studio. Prerequisite: ALAR 8100 and permission of the chair."
20431,AM,6020,001,Lecture,"3","Richard Kent","MoWe 2:00PM - 3:15PM","Mechanical Engr Bldg 339","Continuum Mechanics With Applications","",Open,5,10,0,"Introduces continuum mechanics and mechanics of deformable solids. Vectors and cartesian tensors, stress, strain, deformation, equations of motion, constitutive laws, introduction to elasticity, thermal elasticity, viscoelasticity, plasticity, and fluids. Cross-listed as APMA 6020, MAE 6020; Taught concurrently with CE 6720.  Prerequisite: Instructor permission."
12477,AMST,2001,001,Lecture,"3","Jennifer Greeson, Sylvia Chong","TuTh 12:30PM - 1:45PM","Maury Hall 104","Formations of American Cultural Studies","",Open,56,60,0,"This course introduces students to the interdisciplinary field of cultural studies. We will engage critical-theoretical debates on important keywords of society (including nation, race, gender and class) and map the social formations of the US and beyond. In lectures and discussions, this class will explore culture in its many forms, including everyday life, historical memory, and literary and political imaginaries."
11887,AMST,2500,001,Lecture,"3","Ashley Williams","MoWe 3:30PM - 4:45PM","Bryan Hall 328","Major Works for American Studies","Language in the US",Closed,25,25,0,"Topics vary according to instructor. The goal of the course is to introduce students to interdisciplinary work in American Studies by juxtaposing works across disciplinary boundaries and from different methodological perspectives."
15568,AMST,2500,002,Lecture,"3","Lisa Goff","MoWe 2:00PM - 3:15PM","Bryan Hall 328","Major Works for American Studies","Cultural Landscapes of  the US",Open,21,24,0,"Topics vary according to instructor. The goal of the course is to introduce students to interdisciplinary work in American Studies by juxtaposing works across disciplinary boundaries and from different methodological perspectives."
11888,AMST,3001,001,Seminar,"3","Matthew Hedstrom","MoWe 3:30PM - 4:45PM","Bryan Hall 312","Theories and Methods of American Studies","",Closed,18,15,0,"This seminar course will introduce majors to various theories and methods for the practice of American Studies. The three goals of the seminars are (1) to make students aware of their own interpretive practices; (2) to equip them with information and conceptual tools they will need for advanced work in American Studies; and (3) to provide them with comparative approaches to the study of various aspects of the United States.  Prerequisites: American Studies Major"
15675,AMST,3180,001,Lecture,"3","Sylvia Chong","TuTh 2:00PM - 3:15PM","New Cabell Hall 341","Introduction to Asian American Studies","",Open,15,20,0,"An interdisciplinary introduction to the culture and history of Asians and Pacific Islanders in America. Examines ethnic communities such as Chinese, Japanese, Filipino, Korean, Asian Indian, and Native Hawaiian, through themes such as immigration, labor, cultural production, war, assimilation, and politics. Texts are drawn from genres such as legal cases, short fiction, musicals, documentaries, visual art, and drama."
10272,AMST,4500,001,Seminar,"3","Sandhya Shukla","Th 3:30PM - 6:00PM","Bryan Hall 312","Fourth-Year Seminar in American Studies","Space and Time in Harlem",Open,6,8,0,"This seminar is intended to focus study, research, and discussion on a single period, topic, or issue, such as the Great Awakening, the Civil War, the Harlem Renaissance, the Great Depression, or the 1960s. Topics vary."
19689,AMST,4500,002,Seminar,"3","Grace Hale","Tu 1:00PM - 3:30PM","Bryan Hall 334","Fourth-Year Seminar in American Studies","US southern documentary film.",Open,8,15,0,"This seminar is intended to focus study, research, and discussion on a single period, topic, or issue, such as the Great Awakening, the Civil War, the Harlem Renaissance, the Great Depression, or the 1960s. Topics vary."
19690,AMST,4500,003,Seminar,"3","Carmenita Higginbotham","Mo 1:00PM - 3:30PM","Fayerweather Hall 208","Fourth-Year Seminar in American Studies","American Film Noir",Open,10,15,0,"This seminar is intended to focus study, research, and discussion on a single period, topic, or issue, such as the Great Awakening, the Civil War, the Harlem Renaissance, the Great Depression, or the 1960s. Topics vary."
21314,AMST,4500,004,Seminar,"3","Jennifer Greeson","TuTh 9:30AM - 10:45AM","New Cabell Hall 318","Fourth-Year Seminar in American Studies","Early American Literature",Open,3,9,0,"This seminar is intended to focus study, research, and discussion on a single period, topic, or issue, such as the Great Awakening, the Civil War, the Harlem Renaissance, the Great Depression, or the 1960s. Topics vary."
12564,AMST,4893,001,Independent Study,"3","Sylvia Chong","TBA","TBA","Independent Study in Asian Pacific American Studies","",Open,0,15,0,"An elective course for students in the Asian Pacific American Studies minor. Students will work with an APAS core faculty member to support the student's own research. Topics vary, and must be approved by the APAS Director. "
10273,AMST,4993,001,Independent Study,"3","Anna Brickhouse","TBA","TBA","Independent Study","",Open,1,20,0,"An elective course for American Studies majors who have completed AMST 3001-3002. Students will work with an American Studies faculty member to support the student's own research. Topics vary, and must be approved by the Program Director.  Prerequisite: AMST 3001, 3002."
15798,AMST,4993,002,Independent Study,"3","Daniel Chavez","TBA","TBA","Independent Study","",Open,0,30,0,"An elective course for American Studies majors who have completed AMST 3001-3002. Students will work with an American Studies faculty member to support the student's own research. Topics vary, and must be approved by the Program Director.  Prerequisite: AMST 3001, 3002."
15799,AMST,4993,003,Independent Study,"3","Sylvia Chong","TBA","TBA","Independent Study","",Open,1,30,0,"An elective course for American Studies majors who have completed AMST 3001-3002. Students will work with an American Studies faculty member to support the student's own research. Topics vary, and must be approved by the Program Director.  Prerequisite: AMST 3001, 3002."
15800,AMST,4993,004,Independent Study,"3","Jennifer Greeson","TBA","TBA","Independent Study","",Open,0,30,0,"An elective course for American Studies majors who have completed AMST 3001-3002. Students will work with an American Studies faculty member to support the student's own research. Topics vary, and must be approved by the Program Director.  Prerequisite: AMST 3001, 3002."
15801,AMST,4993,005,Independent Study,"3","Grace Hale","TBA","TBA","Independent Study","",Open,0,30,0,"An elective course for American Studies majors who have completed AMST 3001-3002. Students will work with an American Studies faculty member to support the student's own research. Topics vary, and must be approved by the Program Director.  Prerequisite: AMST 3001, 3002."
15802,AMST,4993,006,Independent Study,"3","Matthew Hedstrom","TBA","TBA","Independent Study","",Open,2,30,0,"An elective course for American Studies majors who have completed AMST 3001-3002. Students will work with an American Studies faculty member to support the student's own research. Topics vary, and must be approved by the Program Director.  Prerequisite: AMST 3001, 3002."
15803,AMST,4993,007,Independent Study,"3","Carmenita Higginbotham","TBA","TBA","Independent Study","",Open,1,30,0,"An elective course for American Studies majors who have completed AMST 3001-3002. Students will work with an American Studies faculty member to support the student's own research. Topics vary, and must be approved by the Program Director.  Prerequisite: AMST 3001, 3002."
15804,AMST,4993,008,Independent Study,"3","Ruth Hill","TBA","TBA","Independent Study","",Open,0,30,0,"An elective course for American Studies majors who have completed AMST 3001-3002. Students will work with an American Studies faculty member to support the student's own research. Topics vary, and must be approved by the Program Director.  Prerequisite: AMST 3001, 3002."
15805,AMST,4993,009,Independent Study,"3","Eric Lott","TBA","TBA","Independent Study","",Open,0,30,0,"An elective course for American Studies majors who have completed AMST 3001-3002. Students will work with an American Studies faculty member to support the student's own research. Topics vary, and must be approved by the Program Director.  Prerequisite: AMST 3001, 3002."
15806,AMST,4993,010,Independent Study,"3","Maurie McInnis","TBA","TBA","Independent Study","",Open,0,30,0,"An elective course for American Studies majors who have completed AMST 3001-3002. Students will work with an American Studies faculty member to support the student's own research. Topics vary, and must be approved by the Program Director.  Prerequisite: AMST 3001, 3002."
15807,AMST,4993,011,Independent Study,"3","Christian McMillen","TBA","TBA","Independent Study","",Open,0,30,0,"An elective course for American Studies majors who have completed AMST 3001-3002. Students will work with an American Studies faculty member to support the student's own research. Topics vary, and must be approved by the Program Director.  Prerequisite: AMST 3001, 3002."
15808,AMST,4993,012,Independent Study,"3","Sandhya Shukla","TBA","TBA","Independent Study","",Open,2,30,0,"An elective course for American Studies majors who have completed AMST 3001-3002. Students will work with an American Studies faculty member to support the student's own research. Topics vary, and must be approved by the Program Director.  Prerequisite: AMST 3001, 3002."
10274,ANTH,1010,001,Lecture,"3","Carrie Douglass","TuTh 11:00AM - 12:15PM","Physics Bldg 204","Introduction to Anthropology","",Closed,59,60,0,"This is a broad introductory course covering race, language, and culture, both as intellectual concepts and as political realities. Topics include race and culture as explanations of human affairs, the relationship of language to thought, cultural diversity and cultural relativity, and cultural approaches to current crises."
15136,ANTH,1010,002,Lecture,"3","Adam Harr","MoWeFr 11:00AM - 11:50AM","Maury Hall 110","Introduction to Anthropology","",Closed,36,35,0,"This is a broad introductory course covering race, language, and culture, both as intellectual concepts and as political realities. Topics include race and culture as explanations of human affairs, the relationship of language to thought, cultural diversity and cultural relativity, and cultural approaches to current crises."
21462,ANTH,1050,001,Lecture,"3","Roberto Armengol","MoWeFr 9:00AM - 9:50AM","New Cabell Hall 411","Anthropology of Globalization","",Closed,44,40,0,"Anthropology of Globalization"
12494,ANTH,2190,100,Lecture,"3","George Mentore","MoWeFr 11:00AM - 11:50AM","New Cabell Hall 311","Desire and World Economics","",Open,51,60,0,"This course offers an insight into the production, distribution, and consumption of goods and services practiced by peoples ignored or unknown to classic Western economics. Its principle focus will open upon the obvious differences between cultural concepts of the self and the very notion of its desire. Such arguments as those which theorize on the ""rationality"" of the market and the ""naturalness"" of competition will be debunked."
20139,ANTH,2210,001,Lecture,"3","Melissa Nelson","MoWeFr 9:00AM - 9:50AM","Rouss Hall 410","Marriage and the Family","",Closed,35,35,0,"Compares domestic groups in Western and non-Western societies. Considers the kinds of sexual unions legitimized in different cultures, patterns of childrearing, causes and effects of divorce, and the changing relations between the family and society."
10275,ANTH,2230,001,Lecture,"3","Roy Wagner","TuTh 9:30AM - 10:45AM","Wilson Hall 301","Fantasy and Social Values","",Closed,120,120,0,"Examines imaginary societies, in particular those in science fiction novels, to see how they reflect the problems and tensions of real social life. Focuses on 'alternate cultures' and fictional societal models."
15138,ANTH,2310,001,Lecture,"3","Carrie Douglass","TuTh 3:30PM - 4:45PM","New Cabell Hall 332","Symbol and Ritual","",Closed,40,40,0,"Studies the foundations of symbolism from the perspective of anthropology. Topics include signs and symbols, and the symbolism of categorical orders as expressed in cosmology, totemism, and myth."
12243,ANTH,2320,100,Lecture,"3","Peter Metcalf","MoWe 11:00AM - 11:50AM","Physics Bldg 204","Anthropology of Religion","",Closed,121,120,0,"Explores anthropological approaches to religion, in the context of this discipline's century-old project to understand peoples' conceptions of the world in which they live."
