ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor,Days,Room,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist
18938,ALAR,7010,10,Studio,6,Alexander Wall,MoFr 2:00PM - 5:45PM,Campbell Hall 401,Research Studio 1,,Open,0,30,0
10149,ALAR,8010,1,Studio,6,Shiqiao Li,MoFr 2:00PM - 5:45PM,Campbell Hall 401,Research Studio 2,,Open,0,10,0
10168,ALAR,8010,2,Studio,6,Peter Waldman,MoFr 2:00PM - 5:45PM,Campbell Hall 401,Research Studio 2,,Open,0,10,0
10169,ALAR,8010,3,Studio,6,Staff,MoFr 2:00PM - 5:45PM,Campbell Hall 401,Research Studio 2,,Open,0,10,0
10170,ALAR,8010,4,Studio,6,Margarita Jover Biboum,MoFr 2:00PM - 5:45PM,Campbell Hall 401,Research Studio 2,,Open,0,15,0
10171,ALAR,8010,5,Studio,6,Julie Bargmann,MoFr 2:00PM - 5:45PM,Campbell Hall 401,Research Studio 2,,Open,0,15,0
10200,ALAR,8010,6,Studio,6,Brian Osborn,MoFr 2:00PM - 5:45PM,Campbell Hall 105,Research Studio 2,,Open,0,15,0
10307,ALAR,8010,7,Studio,6,"Ignacio Alday Sanz,Megan Suau,Pankaj Gupta",MoFr 2:00PM - 5:45PM,Campbell Hall 401,Research Studio 2,,Open,0,5,0
18939,ALAR,8010,8,Studio,6,Alexander Wall,MoFr 2:00PM - 5:45PM,Campbell Hall 401,Research Studio 2,,Open,0,30,0
10001,ALAR,8100,1,Seminar,3,Matthew Jull,Tu 9:30AM - 12:00PM,Campbell Hall 302,Design Research: Methods and Strategies,,Open,0,20,0
10107,ALAR,8995,1,Studio,6,Staff,MoFr 2:00PM - 5:45PM,Campbell Hall 401,Independent Design Research Studio,,Open,0,5,0
10281,ALAR,8999,1,Independent Study,1 - 12,Anselmo Canfora,TBA,TBA,Non-Topical Design Research-Masters,,Open,0,4,0
17603,AM,6020,1,Lecture,3,Jason Kerrigan,MoWe 2:00PM - 3:15PM,Mechanical Engr Bldg 341,Continuum Mechanics With Applications,,Open,0,10,0
11741,AMST,2001,100,Lecture,3,"Carmenita Higginbotham,Matthew Hedstrom",MoWe 1:00PM - 1:50PM,Minor Hall 125,Introduction to American Studies,,Open,0,120,0
14458,AMST,2001,101,Discussion,3,Staff,Th 7:00PM - 7:50PM,Bryan Hall 328,Introduction to American Studies,,Open,0,20,0
14459,AMST,2001,102,Discussion,3,Staff,We 5:00PM - 5:50PM,Bryan Hall 235,Introduction to American Studies,,Open,0,20,0
14460,AMST,2001,103,Discussion,3,Staff,We 6:00PM - 6:50PM,Bryan Hall 328,Introduction to American Studies,,Open,0,20,0
19315,AMST,2001,104,Discussion,3,Staff,Tu 7:00PM - 7:50PM,Bryan Hall 328,Introduction to American Studies,,Open,0,20,0
19316,AMST,2001,105,Discussion,3,Staff,Mo 5:00PM - 5:50PM,New Cabell Hall 207,Introduction to American Studies,,Open,0,20,0
19318,AMST,2001,106,Discussion,3,Staff,Mo 6:00PM - 6:50PM,New Cabell Hall 211,Introduction to American Studies,,Open,0,20,0
18869,AMST,2462,1,Lecture,3,Ashley Williams,TuTh 9:30AM - 10:45AM,Maury Hall 113,Language & New Media,,Open,0,25,0
18870,AMST,2559,1,Lecture,3,Jack Hamilton,MoWe 3:30PM - 4:45PM,New Cabell Hall 232,New Course in American Studies,,Open,0,40,0
14785,AMST,3001,1,Seminar,3,Anna Brickhouse,TuTh 11:00AM - 12:15PM,Bryan Hall 312,Theories and Methods of American Studies,,Open,0,15,0
14786,AMST,3001,2,Seminar,3,Lisa Goff,MoWe 2:00PM - 3:15PM,Maury Hall 113,Theories and Methods of American Studies,,Open,0,15,0
18871,AMST,3460,1,Seminar,3,Sandhya Shukla,TuTh 12:30PM - 1:45PM,New Cabell Hall 489,Reading America at Home and Abroad,,Open,0,25,0
18872,AMST,4410,1,Seminar,3,Sylvia Chong,MoWe 3:30PM - 4:45PM,Bryan Hall 332,Censorship,,Open,0,15,0
18873,AMST,4500,1,Seminar,3,Jennifer Greeson,TuTh 9:30AM - 10:45AM,Bryan Hall 312,Fourth-Year Seminar in American Studies,Autobiography and Nationalism,Open,0,15,0
11786,AMST,4893,1,Independent Study,3,Sylvia Chong,TBA,TBA,Independent Study in Asian Pacific American Studies,,Open,0,15,0
10334,AMST,4993,1,Independent Study,3,Anna Brickhouse,TBA,TBA,Independent Study,,Open,0,20,0
18874,AMST,4993,2,Independent Study,3,Sylvia Chong,TBA,TBA,Independent Study,,Open,0,10,0
18875,AMST,4993,3,Independent Study,3,Jennifer Greeson,TBA,TBA,Independent Study,,Open,0,10,0
18876,AMST,4993,4,Independent Study,3,Jack Hamilton,TBA,TBA,Independent Study,,Open,0,10,0
18877,AMST,4993,5,Independent Study,3,Grace Hale,TBA,TBA,Independent Study,,Open,0,10,0
18878,AMST,4993,6,Independent Study,3,Matthew Hedstrom,TBA,TBA,Independent Study,,Open,0,10,0
18879,AMST,4993,7,Independent Study,3,Carmenita Higginbotham,TBA,TBA,Independent Study,,Open,0,10,0
18880,AMST,4993,8,Independent Study,3,Lisa Goff,TBA,TBA,Independent Study,,Open,0,10,0
18881,AMST,4993,9,Independent Study,3,Sandhya Shukla,TBA,TBA,Independent Study,,Open,0,10,0
10335,ANTH,1010,100,Lecture,3,James Igoe,TuTh 9:30AM - 10:20AM,Wilson Hall 301,Introduction to Anthropology,,Open,0,120,0
14415,ANTH,1010,101,Discussion,3,Staff,Th 4:00PM - 4:50PM,New Cabell Hall 395,Introduction to Anthropology,,Open,0,20,0
14416,ANTH,1010,102,Discussion,3,Staff,Th 5:00PM - 5:50PM,New Cabell Hall 111,Introduction to Anthropology,,Open,0,20,0
14417,ANTH,1010,103,Discussion,3,Staff,Th 2:00PM - 2:50PM,TBA,Introduction to Anthropology,,Open,0,20,0
14418,ANTH,1010,104,Discussion,3,Staff,Th 8:30AM - 9:20AM,Brooks Hall 103,Introduction to Anthropology,,Open,0,20,0
14419,ANTH,1010,105,Discussion,3,Staff,We 5:00PM - 5:50PM,New Cabell Hall 485,Introduction to Anthropology,,Open,0,20,0
14420,ANTH,1010,106,Discussion,3,Staff,Fr 9:00AM - 9:50AM,New Cabell Hall 332,Introduction to Anthropology,,Open,0,20,0
18967,ANTH,2153,1,Lecture,3,Jeffrey Hantman,MoWe 3:30PM - 4:45PM,Clark Hall 107,North American Indians,,Open,0,90,0
11747,ANTH,2190,100,Lecture,3,George Mentore,MoWe 11:00AM - 11:50AM,Dell 1 105,Desire and World Economics,,Open,0,60,0
14421,ANTH,2190,101,Discussion,3,Staff,We 6:00PM - 6:50PM,Brooks Hall 103,Desire and World Economics,,Open,0,20,0
14422,ANTH,2190,102,Discussion,3,Staff,We 7:00PM - 7:50PM,New Cabell Hall 056,Desire and World Economics,,Open,0,20,0
14423,ANTH,2190,103,Discussion,3,Staff,We 8:00PM - 8:50PM,New Cabell Hall 056,Desire and World Economics,,Open,0,20,0
10336,ANTH,2230,1,Lecture,3,Roy Wagner,TuTh 9:30AM - 10:45AM,Maury Hall 104,Fantasy and Social Values,,Open,0,60,0
15812,ANTH,2280,100,Lecture,3,China Scherz,TuTh 11:00AM - 11:50AM,Wilson Hall 301,Medical Anthropology,,Open,0,120,0
19301,ANTH,2280,101,Discussion,3,Staff,Th 2:00PM - 2:50PM,TBA,Medical Anthropology,,Open,0,20,0
19302,ANTH,2280,102,Discussion,3,Staff,Fr 9:00AM - 9:50AM,New Cabell Hall 485,Medical Anthropology,,Open,0,20,0
19303,ANTH,2280,103,Discussion,3,Staff,Fr 10:00AM - 10:50AM,Maury Hall 115,Medical Anthropology,,Open,0,20,0
19304,ANTH,2280,104,Discussion,3,Staff,Th 3:00PM - 3:50PM,TBA,Medical Anthropology,,Open,0,20,0
19305,ANTH,2280,105,Discussion,3,Staff,Mo 9:00AM - 9:50AM,New Cabell Hall 395,Medical Anthropology,,Open,0,20,0
19306,ANTH,2280,106,Discussion,3,Staff,Mo 10:00AM - 10:50AM,New Cabell Hall 368,Medical Anthropology,,Open,0,20,0
13265,ANTH,2310,1,Lecture,3,Carrie Douglass,TuTh 3:30PM - 4:45PM,New Cabell Hall 332,Symbol and Ritual,,Open,0,30,0
19307,ANTH,2320,1,Lecture,3,Staff,MoWeFr 9:00AM - 9:50AM,Brooks Hall 103,Anthropology of Religion,,Open,0,20,0
18968,ANTH,2375,1,Lecture,3,Kathleen Weston,MoWe 2:00PM - 3:15PM,Dell 1 103,Disaster,,Open,0,60,0
11883,ANTH,2400,100,Lecture,3,Ellen Contini-Morava,MoWe 11:00AM - 11:50AM,Wilson Hall 301,Language and Culture,,Open,0,120,0
18969,ANTH,2400,101,Discussion,3,Staff,Th 3:30PM - 4:20PM,New Cabell Hall 309,Language and Culture,,Open,0,20,0
18970,ANTH,2400,102,Discussion,3,Staff,Fr 9:00AM - 9:50AM,New Cabell Hall 315,Language and Culture,,Open,0,20,0
18971,ANTH,2400,103,Discussion,3,Staff,Fr 10:00AM - 10:50AM,Maury Hall 104,Language and Culture,,Open,0,20,0
18972,ANTH,2400,104,Discussion,3,Staff,We 5:00PM - 5:50PM,New Cabell Hall 338,Language and Culture,,Open,0,20,0
18973,ANTH,2400,105,Discussion,3,Staff,We 7:00PM - 7:50PM,New Cabell Hall 068,Language and Culture,,Open,0,20,0
18974,ANTH,2400,106,Discussion,3,Staff,Th 3:00PM - 3:50PM,TBA,Language and Culture,,Open,0,20,0
19308,ANTH,2420,1,Lecture,3,Staff,MoWeFr 12:00PM - 12:50PM,New Cabell Hall 323,Language and Gender,,Open,0,30,0
19309,ANTH,2500,1,Lecture,3,Staff,MoWeFr 9:00AM - 9:50AM,New Cabell Hall 032,"Cultures, Regions, and Civilizations",,Open,0,30,0
19512,ANTH,2590,1,Lecture,3,Lisa Messeri,MoWe 2:00PM - 3:15PM,Chemistry Bldg 303,Social and Cultural Anthropology,,Open,0,10,0
19310,ANTH,2590,2,Lecture,3,Staff,MoWeFr 9:00AM - 9:50AM,New Cabell Hall 383,Social and Cultural Anthropology,,Open,0,30,0
19311,ANTH,2590,3,Lecture,3,Staff,MoWeFr 12:00PM - 12:50PM,New Cabell Hall 368,Social and Cultural Anthropology,,Open,0,30,0
15188,ANTH,2590,100,Lecture,3,Richard Handler,MoWe 10:00AM - 10:50AM,Wilson Hall 301,Social and Cultural Anthropology,"Culture, Gender and Violence",Open,0,120,0
18975,ANTH,2590,101,Discussion,3,Staff,Th 2:00PM - 2:50PM,TBA,Social and Cultural Anthropology,"Culture, Gender and Violence",Open,0,20,0
18976,ANTH,2590,102,Discussion,3,Staff,Fr 9:00AM - 9:50AM,New Cabell Hall 338,Social and Cultural Anthropology,"Culture, Gender and Violence",Open,0,20,0
18977,ANTH,2590,103,Discussion,3,Staff,Fr 12:00PM - 12:50PM,Brooks Hall 103,Social and Cultural Anthropology,"Culture, Gender and Violence",Open,0,20,0
18978,ANTH,2590,104,Discussion,3,Staff,We 5:00PM - 5:50PM,Brooks Hall 103,Social and Cultural Anthropology,"Culture, Gender and Violence",Open,0,20,0
18979,ANTH,2590,105,Discussion,3,Staff,We 7:00PM - 7:50PM,Brooks Hall 103,Social and Cultural Anthropology,"Culture, Gender and Violence",Open,0,20,0
18980,ANTH,2590,106,Discussion,3,Staff,Th 3:00PM - 3:50PM,TBA,Social and Cultural Anthropology,"Culture, Gender and Violence",Open,0,20,0
18981,ANTH,2625,1,Lecture,3,James Igoe,TuTh 12:30PM - 1:45PM,Dell 1 103,Imagining Africa,,Open,0,60,0
10337,ANTH,2800,100,Lecture,3,Adria Laviolette,MoWe 10:00AM - 10:50AM,Maury Hall 104,Introduction to Archaeology,,Open,0,60,0
10338,ANTH,2800,101,Discussion,3,Staff,Fr 11:00AM - 11:50AM,Brooks Hall 103,Introduction to Archaeology,,Open,0,20,0
10339,ANTH,2800,102,Discussion,3,Staff,Fr 10:00AM - 10:50AM,New Cabell Hall 389,Introduction to Archaeology,,Open,0,20,0
10340,ANTH,2800,103,Discussion,3,Staff,We 11:00AM - 11:50AM,TBA,Introduction to Archaeology,,Open,0,20,0
10341,ANTH,3010,100,Lecture,4,Allison Alexy,TuTh 9:30AM - 10:45AM,Maury Hall 115,Theory and History of Anthropology,,Open,0,60,0
10344,ANTH,3010,101,Discussion,4,Staff,Fr 9:00AM - 9:50AM,New Cabell Hall 168,Theory and History of Anthropology,,Open,0,20,0
10343,ANTH,3010,102,Discussion,4,Staff,Fr 10:00AM - 10:50AM,Physics Bldg 205,Theory and History of Anthropology,,Open,0,20,0
10342,ANTH,3010,103,Discussion,4,Staff,Fr 8:00AM - 8:50AM,Brooks Hall 103,Theory and History of Anthropology,,Open,0,20,0
19312,ANTH,3105,1,Seminar,3,Allison Alexy,TuTh 2:00PM - 3:15PM,Physics Bldg 218,Love and Romantic Intimacies,,Open,0,30,0
10346,ANTH,3152,1,Lecture,3,George Mentore,MoWe 3:30PM - 4:45PM,Maury Hall 104,Amazonian Peoples,,Open,0,60,0
10347,ANTH,3155,1,Lecture,3,Frederick Damon,MoWeFr 10:00AM - 10:50AM,Brooks Hall 103,Anthropology of Everyday American Life,,Open,0,20,0
18983,ANTH,3255,1,Lecture,3,Frederick Damon,TuTh 12:30PM - 1:45PM,Brooks Hall 103,Anthropology of Time and Space,,Open,0,20,0
19313,ANTH,3260,1,Lecture,3,Staff,MoWeFr 12:00PM - 12:50PM,New Cabell Hall 389,Globalization and Development,,Open,0,30,0
10345,ANTH,3320,1,Lecture,3,Edith Turner,Th 7:00PM - 9:30PM,Brooks Hall 103,"Shamanism, Healing, and Ritual",,Open,0,12,0
18984,ANTH,3470,1,Lecture,3,Daniel Lefkowitz,MoWeFr 11:00AM - 11:50AM,Ruffner Hall G004,Language and Culture in the Middle East,,Open,0,30,0
15194,ANTH,3550,1,Lecture,3,Ravindra Khare,Th 3:30PM - 6:00PM,Brooks Hall 103,Ethnography,Reading Ethnography,Open,0,20,0
18986,ANTH,3559,1,Lecture,3,Patricia Wattenmaker,TuTh 2:00PM - 3:15PM,Chemistry Bldg 305,New Course in Anthropology,,Open,0,30,0
19314,ANTH,3590,1,Lecture,3,John Shepherd,TuTh 3:30PM - 4:45PM,New Cabell Hall 338,Social and Cultural Anthropology,Ethnography of China,Open,0,30,0
19317,ANTH,3590,2,Lecture,3,Roy Wagner,TuTh 12:30PM - 1:45PM,Physics Bldg 218,Social and Cultural Anthropology,,Open,0,25,0
14427,ANTH,3630,1,Lecture,3,Staff,TuTh 12:30PM - 1:45PM,New Cabell Hall 315,Chinese Family and Religion,,Open,0,28,0
10348,ANTH,3700,1,Lecture,3,Ravindra Khare,Tu 3:30PM - 6:00PM,Cocke Hall 115,"Globalizing India: Society, Bazaars and Cultural Politics",,Open,0,30,0
19319,ANTH,3850,1,Lecture,3,Fraser Neiman,We 3:30PM - 6:00PM,New Cabell Hall 291,Historical Archaeology,,Open,0,20,0
11636,ANTH,4591,1,Seminar,3,Patricia Wattenmaker,We 3:00PM - 5:30PM,New Cabell Hall 111,Senior Seminar in Anthropology,,Open,0,18,0
11637,ANTH,4591,2,Seminar,3,Carrie Douglass,TuTh 11:00AM - 12:15PM,Brooks Hall 103,Senior Seminar in Anthropology,Animals: Good to Think,Open,0,18,0
10349,ANTH,4993,1,Independent Study,1 - 6,Ira Bashkow,TBA,TBA,Independent Study in Anthropology,,Open,0,25,0
12817,ANTH,4993,3,Independent Study,1 - 6,Ellen Contini-Morava,TBA,TBA,Independent Study in Anthropology,,Open,0,25,0
12915,ANTH,4993,4,Independent Study,1 - 6,Frederick Damon,TBA,TBA,Independent Study in Anthropology,,Open,0,25,0
13128,ANTH,4993,5,Independent Study,1 - 6,Eve Danziger,TBA,TBA,Independent Study in Anthropology,,Open,0,25,0
13162,ANTH,4993,6,Independent Study,1 - 6,Lise Dobrin,TBA,TBA,Independent Study in Anthropology,,Open,0,25,0
13434,ANTH,4993,7,Independent Study,1 - 6,Carrie Douglass,TBA,TBA,Independent Study in Anthropology,,Open,0,25,0
13435,ANTH,4993,8,Independent Study,1 - 6,Richard Handler,TBA,TBA,Independent Study in Anthropology,,Open,0,25,0
13436,ANTH,4993,10,Independent Study,1 - 6,Ravindra Khare,TBA,TBA,Independent Study in Anthropology,,Open,0,25,0
13437,ANTH,4993,11,Independent Study,1 - 6,Adria Laviolette,TBA,TBA,Independent Study in Anthropology,,Open,0,25,0
13438,ANTH,4993,12,Independent Study,1 - 6,Daniel Lefkowitz,TBA,TBA,Independent Study in Anthropology,,Open,0,25,0
13439,ANTH,4993,13,Independent Study,1 - 6,Susan McKinnon,TBA,TBA,Independent Study in Anthropology,,Open,0,25,0
13440,ANTH,4993,14,Independent Study,1 - 6,George Mentore,TBA,TBA,Independent Study in Anthropology,,Open,0,25,0
13441,ANTH,4993,15,Independent Study,1 - 6,Peter Metcalf,TBA,TBA,Independent Study in Anthropology,,Open,0,25,0
13442,ANTH,4993,16,Independent Study,1 - 6,Stephen Plog,TBA,TBA,Independent Study in Anthropology,,Open,0,25,0
13443,ANTH,4993,17,Independent Study,1 - 6,Prista Ratanapruck,TBA,TBA,Independent Study in Anthropology,,Open,0,25,0
13444,ANTH,4993,18,Independent Study,1 - 6,Rachel Most,TBA,TBA,Independent Study in Anthropology,,Open,0,25,0
13445,ANTH,4993,20,Independent Study,1 - 6,Roy Wagner,TBA,TBA,Independent Study in Anthropology,,Open,0,25,0
13446,ANTH,4993,21,Independent Study,1 - 6,Patricia Wattenmaker,TBA,TBA,Independent Study in Anthropology,,Open,0,25,0
13447,ANTH,4993,22,Independent Study,1 - 6,Kathleen Weston,TBA,TBA,Independent Study in Anthropology,,Open,0,25,0
13534,ANTH,4993,23,Independent Study,1 - 6,John Shepherd,TBA,TBA,Independent Study in Anthropology,,Open,0,25,0
13895,ANTH,4993,24,Independent Study,1 - 6,Rachel Most,TBA,TBA,Independent Study in Anthropology,,Open,0,25,0
13934,ANTH,4993,25,Independent Study,1 - 6,Jeffrey Hantman,TBA,TBA,Independent Study in Anthropology,,Open,0,30,0
14237,ANTH,4993,26,Independent Study,1 - 6,Allison Alexy,TBA,TBA,Independent Study in Anthropology,,Open,0,30,0
15112,ANTH,4993,27,Independent Study,1 - 6,Edith Turner,TBA,TBA,Independent Study in Anthropology,,Open,0,30,0
10350,ANTH,4998,1,Independent Study,3,Ira Bashkow,TBA,TBA,Distinguished Majors Thesis Research,,Open,0,25,0
12816,ANTH,4998,3,Independent Study,3,Ellen Contini-Morava,TBA,TBA,Distinguished Majors Thesis Research,,Open,0,25,0
12887,ANTH,4998,4,Independent Study,3,Frederick Damon,TBA,TBA,Distinguished Majors Thesis Research,,Open,0,25,0
13451,ANTH,4998,5,Independent Study,3,Eve Danziger,TBA,TBA,Distinguished Majors Thesis Research,,Open,0,25,0
13452,ANTH,4998,6,Independent Study,3,Lise Dobrin,TBA,TBA,Distinguished Majors Thesis Research,,Open,0,25,0
13453,ANTH,4998,7,Independent Study,3,Carrie Douglass,TBA,TBA,Distinguished Majors Thesis Research,,Open,0,25,0
13454,ANTH,4998,8,Independent Study,3,Richard Handler,TBA,TBA,Distinguished Majors Thesis Research,,Open,0,25,0
13455,ANTH,4998,9,Independent Study,3,Jeffrey Hantman,TBA,TBA,Distinguished Majors Thesis Research,,Open,0,25,0
13456,ANTH,4998,10,Independent Study,3,Ravindra Khare,TBA,TBA,Distinguished Majors Thesis Research,,Open,0,25,0
13457,ANTH,4998,11,Independent Study,3,Adria Laviolette,TBA,TBA,Distinguished Majors Thesis Research,,Open,0,25,0
13458,ANTH,4998,12,Independent Study,3,Daniel Lefkowitz,TBA,TBA,Distinguished Majors Thesis Research,,Open,0,25,0
13459,ANTH,4998,13,Independent Study,3,Susan McKinnon,TBA,TBA,Distinguished Majors Thesis Research,,Open,0,25,0
13460,ANTH,4998,14,Independent Study,3,George Mentore,TBA,TBA,Distinguished Majors Thesis Research,,Open,0,25,0
13461,ANTH,4998,15,Independent Study,3,Peter Metcalf,TBA,TBA,Distinguished Majors Thesis Research,,Open,0,25,0
13462,ANTH,4998,16,Independent Study,3,Stephen Plog,TBA,TBA,Distinguished Majors Thesis Research,,Open,0,25,0
13463,ANTH,4998,17,Independent Study,3,Prista Ratanapruck,TBA,TBA,Distinguished Majors Thesis Research,,Open,0,25,0
13464,ANTH,4998,18,Independent Study,3,John Shepherd,TBA,TBA,Distinguished Majors Thesis Research,,Open,0,25,0
13465,ANTH,4998,20,Independent Study,3,Roy Wagner,TBA,TBA,Distinguished Majors Thesis Research,,Open,0,25,0
13466,ANTH,4998,21,Independent Study,3,Patricia Wattenmaker,TBA,TBA,Distinguished Majors Thesis Research,,Open,0,25,0
13467,ANTH,4998,22,Independent Study,3,Kathleen Weston,TBA,TBA,Distinguished Majors Thesis Research,,Open,0,25,0
13936,ANTH,4998,23,Independent Study,3,Rachel Most,TBA,TBA,Distinguished Majors Thesis Research,,Open,0,25,0
14238,ANTH,4998,24,Independent Study,3,Allison Alexy,TBA,TBA,Distinguished Majors Thesis Research,,Open,0,25,0
15993,ANTH,4998,25,Independent Study,3,James Igoe,TBA,TBA,Distinguished Majors Thesis Research,,Open,0,25,0
10351,ANTH,4999,1,Independent Study,3,Allison Alexy,TBA,TBA,Distinguished Majors Thesis Writing,,Open,0,25,0
14240,ANTH,4999,2,Independent Study,3,Ira Bashkow,TBA,TBA,Distinguished Majors Thesis Writing,,Open,0,25,0
14241,ANTH,4999,3,Independent Study,3,Ellen Contini-Morava,TBA,TBA,Distinguished Majors Thesis Writing,,Open,0,25,0
14242,ANTH,4999,4,Independent Study,3,Frederick Damon,TBA,TBA,Distinguished Majors Thesis Writing,,Open,0,25,0
14243,ANTH,4999,5,Independent Study,3,Eve Danziger,TBA,TBA,Distinguished Majors Thesis Writing,,Open,0,25,0
14245,ANTH,4999,6,Independent Study,3,Lise Dobrin,TBA,TBA,Distinguished Majors Thesis Writing,,Open,0,25,0
14247,ANTH,4999,7,Independent Study,3,Carrie Douglass,TBA,TBA,Distinguished Majors Thesis Writing,,Open,0,25,0
14248,ANTH,4999,8,Independent Study,3,Richard Handler,TBA,TBA,Distinguished Majors Thesis Writing,,Open,0,25,0
